Strain	Accession	Date	Region	Country	Division	Authors	Journal	Title	Url	CTiter	CTiterSub	Clade Membership	Clock Length	DTiter	DTiterSub	Ep	Lbi	Ne	Num Date	Raw Date
A/Zhejiang-Lucheng/SWL1217/2017	EPI1030288	2017-02-28	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	11.00	2017.16	2017-03-01
A/Suriname/2158/2017	EPI1047148	2017-07-19	South America	Suriname	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	11.00	2017.55	2017-07-19
A/Canberra/9/2017	EPI1082547	2017-04-25	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	11.00	2017.31	2017-04-25
A/Liaoning-Guta/SWL1429/2017	EPI1030300	2017-02-28	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	12.00	2017.16	2017-03-01
A/BurkinaFaso/2105/2017	EPI1088645	2017-02-28	Africa	Burkina Faso	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	11.00	2017.16	2017-03-01
A/BurkinaFaso/2106/2017	EPI1088653	2017-02-28	Africa	Burkina Faso	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	11.00	2017.16	2017-03-01
A/Neimenggu-Huimin/SWL1201/2017	EPI1030312	2017-03-03	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	12.00	2017.17	2017-03-03
A/BurkinaFaso/2108/2017	EPI1088661	2017-03-22	Africa	Burkina Faso	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	11.00	2017.22	2017-03-23
A/BurkinaFaso/145/2017	EPI1088597	2017-03-30	Africa	Burkina Faso	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	11.00	2017.25	2017-03-31
A/Mali/19/2017	EPI1078310	2017-07-03	Africa	Mali	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	11.00	2017.50	2017-07-03
A/Mali/25/2017	EPI1078334	2017-08-15	Africa	Mali	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	11.00	2017.62	2017-08-16
A/Hubei-Enshi/SWL1285/2018	EPI1340669	2018-04-09	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	11.00	2018.27	2018-04-09
A/Tomsk/1767/2016	EPI943684	2016-02-12	West Asia	Russia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.01	12.00	2016.12	2016-02-12
A/Montenegro/324/2016	EPI834741	2016-03-19	Europe	Montenegro	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	5.00	0.01	11.00	2016.21	2016-03-18
A/Tomsk/10/2016	EPI830039	2016-01-22	West Asia	Russia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.01	11.00	2016.06	2016-01-23
A/Vietnam/GHS689/2017	EPI1147263	2017-07-04	Southeast Asia	Vietnam	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	5.00	0.00	13.00	2017.51	2017-07-04
A/Vietnam/Lisn148/2017	EPI1147239	2017-08-10	Southeast Asia	Vietnam	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	5.00	0.00	13.00	2017.61	2017-08-10
A/Norway/2339/2017	EPI1054443	2017-04-18	Europe	Norway	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	13.00	2017.30	2017-04-19
A/Vietnam/GHS741/2017	EPI1147199	2017-07-20	Southeast Asia	Vietnam	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	13.00	2017.55	2017-07-21
A/Lao/F0361/2018	EPI1319098	2018-02-12	Southeast Asia	Laos	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	14.00	2018.12	2018-02-12
A/SaudiArabia/4009/2015	EPI678150	2015-09-20	West Asia	Saudi Arabia	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.05	10.00	2015.72	2015-09-21
A/SaudiArabia/78741/2015	EPI678193	2015-09-24	West Asia	Saudi Arabia	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.05	10.00	2015.73	2015-09-25
A/Nonthaburi/393/2015	EPI716291	2015-10-09	Southeast Asia	Thailand	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.04	10.00	2015.77	2015-10-09
A/England/352/2015	EPI711873	2015-10-19	Europe	United Kingdom	unknown	Microbiology Services Colindale Public Health England	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.04	10.00	2015.80	2015-10-19
A/Algeria/G0283/16/2015	EPI717629	2015-12-30	Africa	Algeria	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.02	10.00	2016.00	2015-12-31
A/Cheboksary/128/2016	EPI828175	2016-03-10	West Asia	Russia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.01	10.00	2016.19	2016-03-09
A/Nepal/527/2016	EPI844193	2016-03-11	South Asia	Nepal	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.01	10.00	2016.19	2016-03-11
A/Nepal/516/2016	EPI844185	2016-03-06	South Asia	Nepal	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.01	10.00	2016.18	2016-03-05
A/Esteli/33/2016	EPI862815	2016-01-04	North America	Nicaragua	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.02	10.00	2016.01	2016-01-05
A/Yunnan-Maoshi/SWL1836/2016	EPI885705	2016-10-24	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	10.00	2016.82	2016-10-24
A/StPetersburg/156/2016	EPI943644	2016-01-11	West Asia	Russia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.02	10.00	2016.03	2016-01-11
A/Singapore/INFEN-16-0247/2016	EPI788668	2016-03-22	Southeast Asia	Singapore	unknown	Ministry Of Health Singapore	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.01	10.00	2016.22	2016-03-22
A/Egypt/1570/2016	EPI770743	2016-01-22	Africa	Egypt	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.01	10.00	2016.06	2016-01-23
A/Sydney/1007/2016	EPI835097	2016-06-01	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	5.00	0.00	10.00	2016.42	2016-06-01
A/Singapore/INFGP-16-0306/2016	EPI788468	2016-02-02	Southeast Asia	Singapore	unknown	Ministry Of Health Singapore	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.01	10.00	2016.09	2016-02-03
A/Paris/99/2016	EPI733308	2016-01-11	Europe	France	unknown	Institut Pasteur	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.02	10.00	2016.03	2016-01-11
A/Ceara/141587-IEC/2016	EPI833318	2016-03-01	South America	Brazil	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.01	12.00	2016.17	2016-03-01
A/Bolivia/586/2017	EPI1039825	2017-05-17	South America	Bolivia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.01	0.00	0.00	4.00	0.00	11.00	2017.38	2017-05-17
A/Kentucky/21/2017	EPI980024	2017-03-07	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	11.00	2017.18	2017-03-07
A/Colombia/1466/2016	EPI911938	2016-11-23	South America	Colombia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	11.00	2016.90	2016-11-23
A/Honduras/9053/2016	EPI871131	2016-09-20	North America	Honduras	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.10	6b1	0.00	0.00	0.00	4.00	0.00	10.00	2016.72	2016-09-19
A/Ulaanbaatar/3469/2016	EPI969284	2016-12-17	West Asia	Mongolia	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.12	0.10	6b1	0.00	0.00	0.00	4.00	0.00	10.00	2016.96	2016-12-16
A/Ulaanbaatar/3494/2016	EPI969286	2016-12-21	West Asia	Mongolia	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.12	0.10	6b1	0.00	0.00	0.00	4.00	0.00	10.00	2016.97	2016-12-20
A/NewZealand/1937/2016	EPI842029	2016-08-22	Oceania	New Zealand	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.10	6b1	0.00	0.00	0.00	5.00	0.00	10.00	2016.64	2016-08-22
A/HongKong/2352/2016	EPI838853	2016-08-03	China	Hong Kong	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.10	6b1	0.00	0.00	0.00	5.00	0.00	10.00	2016.59	2016-08-03
A/Ceara/145605-IEC/2017	EPI1047092	2017-01-29	South America	Brazil	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.14	6b1	0.00	0.00	0.03	5.00	0.00	11.00	2017.08	2017-01-30
A/Bolivia/2127/2016	EPI865841	2016-07-29	South America	Bolivia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.10	6b1	0.00	0.00	0.00	6.00	0.00	10.00	2016.57	2016-07-28
A/Bahia/1858/2016	EPI1031739	2016-11-03	South America	Brazil	unknown	Instituto Oswaldo Cruz Fiocruz   Laboratory Of Respiratory Viruses And Measles (Lvrs)	unknown	unknown	unknown	0.12	0.10	6b1	0.00	0.00	0.00	5.00	0.00	10.00	2016.84	2016-11-02
A/Brazil/536/2017	EPI1047140	2017-03-15	South America	Brazil	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.16	0.14	6b1	0.00	0.00	0.00	6.00	0.00	13.00	2017.21	2017-03-16
A/Brazil/526/2017	EPI1047132	2017-02-03	South America	Brazil	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.16	0.14	6b1	0.00	0.00	0.00	6.00	0.00	14.00	2017.10	2017-02-04
A/Montana/50/2016	EPI871210	2016-10-11	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.16	0.14	6b1	0.00	0.00	0.00	6.00	0.00	11.00	2016.78	2016-10-10
A/California/45/2017	EPI1017728	2017-02-12	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.16	0.14	6b1	0.00	0.00	0.00	8.00	0.00	11.00	2017.12	2017-02-12
A/CostaRica/4631/2016	EPI858627	2016-08-20	North America	Costa Rica	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.25	0.14	6b1	0.00	0.00	0.00	6.00	0.00	11.00	2016.64	2016-08-19
A/Michigan/123/2016	EPI951999	2016-12-24	North America	USA	unknown	Other Database Import	unknown	unknown	unknown	0.25	0.14	6b1	0.00	0.00	0.00	5.00	0.00	11.00	2016.98	2016-12-23
A/Netherlands/3165/2017	EPI1244482	2017-05-06	Europe	Netherlands	unknown	National Institute For Public Health And The Environment (Rivm)	unknown	unknown	unknown	0.25	0.14	6b1	0.00	0.00	0.00	8.00	0.00	13.00	2017.35	2017-05-07
A/Brazil/8394/2016	EPI1125381	2016-08-22	South America	Brazil	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.14	6b1	0.00	0.00	0.00	5.00	0.00	11.00	2016.64	2016-08-22
A/Bretagne/1184/2017	EPI1041817	2017-03-26	Europe	France	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.12	0.14	6b1	0.00	0.00	0.00	5.00	0.00	12.00	2017.24	2017-03-27
A/Croatia/3667/2016	EPI917119	2016-12-13	Europe	Croatia	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.12	0.14	6b1	0.00	0.00	0.00	5.00	0.00	11.00	2016.95	2016-12-12
A/NewMexico/53/2016	EPI1039603	2016-11-29	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.14	6b1	0.00	0.00	0.00	5.00	0.00	11.00	2016.91	2016-11-29
A/Mexico/2051/2017	EPI1047236	2017-04-06	North America	Mexico	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.14	6b1	0.00	0.00	0.00	5.00	0.00	11.00	2017.27	2017-04-07
A/Peru/9716/2016	EPI863058	2016-09-01	South America	Peru	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.14	6b1	0.00	0.00	0.00	5.00	0.00	11.00	2016.67	2016-08-31
A/Stockholm/36/2016	EPI842782	2016-09-10	Europe	Sweden	unknown	Swedish Institute For Infectious Disease Control	unknown	unknown	unknown	0.12	0.14	6b1	0.00	0.00	0.00	5.00	0.00	11.00	2016.70	2016-09-10
A/Skovde/2/2016	EPI841585	2016-09-10	Europe	Sweden	unknown	Swedish Institute For Infectious Disease Control	unknown	unknown	unknown	0.12	0.14	6b1	0.00	0.00	0.00	5.00	0.00	11.00	2016.70	2016-09-10
A/Texas/157/2016	EPI827920	2016-03-23	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.02	11.00	2016.23	2016-03-23
A/Taiwan/1407/2017	EPI1195616	2017-10-13	China	Taiwan	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.21	6b1	0.00	0.00	0.00	6.00	0.00	14.00	2017.79	2017-10-14
A/Bahrain/263/2017	EPI1085205	2017-05-28	West Asia	Bahrain	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.21	6b1	0.00	0.00	0.00	5.00	0.00	12.00	2017.41	2017-05-29
A/Hyogo/1060/2017	EPI1085175	2017-06-09	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.06	0.21	6b1	0.00	0.00	0.00	5.00	0.00	12.00	2017.44	2017-06-10
A/SaudiArabia/1034579050/2017	EPI1060801	2017-03-19	West Asia	Saudi Arabia	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.06	0.21	6b1	0.00	0.00	0.00	5.00	0.00	12.00	2017.22	2017-03-20
A/SouthAuckland/46/2017	EPI1044639	2017-04-28	Oceania	New Zealand	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.06	0.21	6b1	0.00	0.00	0.00	5.00	0.00	12.00	2017.33	2017-04-29
A/Oman/3205/2017	EPI1082188	2017-06-08	West Asia	Oman	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.06	0.21	6b1	0.00	0.00	0.00	5.00	0.00	16.00	2017.44	2017-06-09
A/Bangladesh/1005/2017	EPI1017824	2017-04-25	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.21	6b1	0.00	0.00	0.00	5.00	0.00	12.00	2017.32	2017-04-26
A/SaudiArabia/253107/2017	EPI1054447	2017-03-15	West Asia	Saudi Arabia	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.06	0.21	6b1	0.00	0.00	0.00	5.00	0.00	12.00	2017.20	2017-03-15
A/England/71000568/2017	EPI1029833	2017-02-25	Europe	United Kingdom	unknown	Microbiology Services Colindale Public Health England	unknown	unknown	unknown	0.06	0.21	6b1	0.00	0.00	0.00	5.00	0.00	12.00	2017.16	2017-02-26
A/Tokyo/17258/2017	EPI1106362	2017-07-26	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.06	0.21	6b1	0.00	0.00	0.00	5.00	0.00	12.00	2017.57	2017-07-26
A/NewZealand/591/2017	EPI1047084	2017-06-27	Oceania	New Zealand	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.21	6b1	0.00	0.00	0.00	5.00	0.00	13.00	2017.49	2017-06-28
A/Yokohama/121/2017	EPI1009559	2017-03-15	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.06	0.21	6b1	0.00	0.00	0.00	6.00	0.00	12.00	2017.20	2017-03-15
A/Saitama-C/21/2017	EPI1087508	2017-05-06	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.06	0.21	6b1	0.00	0.00	0.00	5.00	0.00	12.00	2017.34	2017-05-06
A/Saitama/242/2017	EPI1044575	2017-05-10	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.06	0.21	6b1	0.00	0.00	0.00	5.00	0.00	12.00	2017.36	2017-05-11
A/India/9574/2016	EPI989306	2016-12-18	South Asia	India	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.17	0.21	6b1	0.00	0.00	0.00	5.00	0.02	12.00	2016.96	2016-12-17
A/Qatar/10-VI-17-0019774/2017	EPI1142048	2017-04-25	West Asia	Qatar	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.17	0.21	6b1	0.00	0.00	0.00	5.00	0.01	11.00	2017.31	2017-04-25
A/India/9573/2016	EPI989298	2016-12-18	South Asia	India	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.17	0.21	6b1	0.00	0.00	0.00	5.00	0.02	11.00	2016.96	2016-12-17
A/Brisbane/31/2017	EPI1021952	2017-03-19	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.25	0.21	6b1	0.00	0.00	0.00	5.00	0.02	11.00	2017.22	2017-03-20
A/India/1710/2017	EPI989251	2017-01-29	South Asia	India	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.25	0.21	6b1	0.00	0.00	0.00	5.00	0.04	11.00	2017.08	2017-01-30
A/Bahrain/211/2017	EPI1085221	2017-04-20	West Asia	Bahrain	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.25	0.21	6b1	0.00	0.00	0.00	5.00	0.02	12.00	2017.30	2017-04-20
A/Maldives/71/2017	EPI994277	2017-02-05	South Asia	Maldives	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.25	0.21	6b1	0.00	0.00	0.00	5.00	0.04	11.00	2017.10	2017-02-05
A/Maldives/446/2017	EPI1056645	2017-03-19	South Asia	Maldives	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.25	0.21	6b1	0.00	0.00	0.00	5.00	0.02	11.00	2017.22	2017-03-20
A/Maldives/176/2017	EPI994099	2017-02-25	South Asia	Maldives	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.08	0.21	6b1	0.00	0.00	0.00	5.00	0.03	11.00	2017.16	2017-02-26
A/Bangladesh/1222/2017	EPI1057104	2017-04-18	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.08	0.21	6b1	0.00	0.00	0.00	5.00	0.02	11.00	2017.30	2017-XX-XX
A/HongKong/2163/2017	EPI1019917	2017-05-16	China	Hong Kong	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.08	0.21	6b1	0.00	0.00	0.00	5.00	0.01	13.00	2017.37	2017-05-16
A/Mie/20/2017	EPI1073956	2017-07-10	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.08	0.21	6b1	0.00	0.00	0.00	6.00	0.01	13.00	2017.52	2017-07-10
A/Canterbury/3/2017	EPI1082550	2017-03-15	Oceania	New Zealand	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.08	0.21	6b1	0.00	0.00	0.00	5.00	0.02	11.00	2017.20	2017-03-15
A/Kanagawa/207/2017	EPI1087514	2017-06-22	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.08	0.21	6b1	0.00	0.00	0.00	5.00	0.01	11.00	2017.47	2017-06-22
A/Bangladesh/11/2017	EPI1046980	2017-06-12	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.08	0.21	6b1	0.00	0.00	0.00	6.00	0.01	11.00	2017.45	2017-06-13
A/Bangladesh/1012/2017	EPI1017816	2017-04-25	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.08	0.21	6b1	0.00	0.00	0.00	6.00	0.02	11.00	2017.31	2017-04-25
A/SaudiArabia/1133704245/2017	EPI1060805	2017-02-25	West Asia	Saudi Arabia	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.08	0.21	6b1	0.00	0.00	0.00	5.00	0.05	12.00	2017.16	2017-02-26
A/India/1030/2017	EPI989235	2017-01-11	South Asia	India	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.08	0.21	6b1	0.00	0.00	0.00	5.00	0.08	12.00	2017.03	2017-01-12
A/Oman/3302/2017	EPI1082192	2017-03-13	West Asia	Oman	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.08	0.21	6b1	0.00	0.00	0.00	5.00	0.04	12.00	2017.20	2017-XX-XX
A/Brisbane/17/2017	EPI1021904	2017-01-22	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.08	0.21	6b1	0.00	0.00	0.00	5.00	0.07	13.00	2017.06	2017-01-22
A/Perth/10/2017	EPI1021898	2017-01-23	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.08	0.21	6b1	0.00	0.00	0.00	5.00	0.07	12.00	2017.07	2017-01-24
A/Arizona/33/2017	EPI1025160	2017-05-06	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.08	0.21	6b1	0.00	0.00	0.00	5.00	0.02	12.00	2017.35	2017-05-07
A/Victoria/226/2017	EPI1140371	2017-10-02	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.08	0.21	6b1	0.00	0.00	0.00	5.00	0.00	12.00	2017.76	2017-10-03
A/Canterbury/7/2017	EPI1044654	2017-05-17	Oceania	New Zealand	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.08	0.21	6b1	0.00	0.00	0.00	5.00	0.02	12.00	2017.38	2017-05-17
A/Pakistan/77/2017	EPI1195490	2017-12-22	West Asia	Pakistan	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.08	0.21	6b1.A	0.00	0.00	0.00	7.00	0.01	12.00	2017.98	2017-12-23
A/Ontario/RV2297/2017	EPI1105384	2017-09-13	North America	Canada	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.08	0.21	6b1.A	0.00	0.00	0.00	7.00	0.02	12.00	2017.70	2017-09-14
A/Georgia/17/2017	EPI1146880	2017-06-27	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.08	0.21	6b1.A	0.00	0.00	0.00	6.00	0.04	13.00	2017.49	2017-06-28
A/England/72260786/2017	EPI1112759	2017-05-24	Europe	United Kingdom	unknown	Microbiology Services Colindale Public Health England	unknown	unknown	unknown	0.08	0.21	6b1.A	0.00	0.00	0.00	6.00	0.05	11.00	2017.40	2017-05-25
A/Hubei-Dongbao/SWL1750/2017	EPI1125244	2017-09-05	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.08	0.21	6b1.A	0.00	0.00	0.00	7.00	0.02	12.00	2017.68	2017-09-05
A/Macau/SWL600014/2018	EPI1340729	2018-01-02	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.08	0.21	6b1.A	0.00	0.00	0.00	6.00	0.00	11.00	2018.01	2018-01-02
A/India/1706/2017	EPI1078406	2017-05-09	South Asia	India	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.08	0.21	6b1.A	0.00	0.00	0.00	6.00	0.06	11.00	2017.35	2017-05-09
A/Michigan/279/2017	EPI1060195	2017-08-15	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.08	0.21	6b1.A	0.00	0.00	0.00	6.00	0.02	11.00	2017.62	2017-08-16
A/Norway/1888/2017	EPI978889	2017-03-19	Europe	Norway	unknown	Norwegian Institute Of Public Health	unknown	unknown	unknown	0.08	0.21	6b1.A	0.00	0.00	0.00	6.00	0.11	11.00	2017.22	2017-03-20
A/HongKong/4997/2017	EPI1202015	2017-12-11	China	Hong Kong	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.08	0.21	6b1.A	0.00	0.00	0.00	6.00	0.01	12.00	2017.95	2017-12-12
A/Paris/1447/2017	EPI1098411	2017-10-20	Europe	France	unknown	Institut Pasteur	unknown	unknown	unknown	0.08	0.21	6b1.A	0.00	0.00	0.00	6.00	0.01	11.00	2017.80	2017-10-20
A/SaudiArabia/1017089598/2017	EPI1060799	2017-01-21	West Asia	Saudi Arabia	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.08	0.21	6b1.A	0.00	0.00	0.00	6.00	0.20	11.00	2017.06	2017-01-21
A/Brisbane/200/2017	EPI1244254	2017-11-22	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.08	0.21	6b1.A	0.00	0.00	0.00	6.00	0.01	11.00	2017.90	2017-11-23
A/Maldives/1499/2017	EPI1175790	2017-12-18	South Asia	Maldives	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.08	0.21	6b1.A	0.00	0.00	0.00	7.00	0.01	14.00	2017.97	2017-12-19
A/Beijing-Dongcheng/SWL331/2017	EPI1136218	2017-12-06	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.08	0.21	6b1.A	0.00	0.00	0.00	7.00	0.01	13.00	2017.93	2017-12-06
A/Osaka-C/14/2018	EPI1257781	2018-03-04	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.08	0.21	6b1.A	0.00	0.00	0.00	7.00	0.00	13.00	2018.18	2018-03-05
