Accession,Length,Host,Protein,Subtype,Country,Region,Month,Day,Year,Virus,Age,BirthYear
ABA12791,716,Human,PA,H3N2,USA,N,1,4,2005,Influenza A virus (A/New York/394/2005(H3N2))XX,33,1972
ABA12792,757,Human,PB1,H3N2,USA,N,1,4,2005,Influenza A virus (A/New York/394/2005(H3N2))XX,33,1972
ABA12793,90,Human,PB1-F2,H3N2,USA,N,1,4,2005,Influenza A virus (A/New York/394/2005(H3N2))XX,33,1972
ABA12794,759,Human,PB2,H3N2,USA,N,1,4,2005,Influenza A virus (A/New York/394/2005(H3N2))XX,33,1972
ABA42291,566,Human,HA,H3N2,USA,N,1,24,2005,Influenza A virus (A/New York/395/2005(H3N2))XX,19,1986
ABA42293,97,Human,M2,H3N2,USA,N,1,24,2005,Influenza A virus (A/New York/395/2005(H3N2))XX,19,1986
ABA42295,498,Human,NP,H3N2,USA,N,1,24,2005,Influenza A virus (A/New York/395/2005(H3N2))XX,19,1986
ABA42296,230,Human,NS1,H3N2,USA,N,1,24,2005,Influenza A virus (A/New York/395/2005(H3N2))XX,19,1986
ABA42298,716,Human,PA,H3N2,USA,N,1,24,2005,Influenza A virus (A/New York/395/2005(H3N2))XX,19,1986
ABA42301,759,Human,PB2,H3N2,USA,N,1,24,2005,Influenza A virus (A/New York/395/2005(H3N2))XX,19,1986
AAZ38639,252,Human,M1,H3N2,USA,N,3,4,2005,Influenza A virus (A/New York/396/2005(H3N2))XX,4,2001
AAZ38645,716,Human,PA,H3N2,USA,N,3,4,2005,Influenza A virus (A/New York/396/2005(H3N2))XX,4,2001
AAZ38647,90,Human,PB1-F2,H3N2,USA,N,3,4,2005,Influenza A virus (A/New York/396/2005(H3N2))XX,4,2001
ABG80436,566,Human,HA,H3N2,USA,N,3,22,2006,Influenza A virus (A/New York/4/2006(H3N2))XX,52,1954
ABG80439,469,Human,NA,H3N2,USA,N,3,22,2006,Influenza A virus (A/New York/4/2006(H3N2))XX,52,1954
ABB46437,252,Human,M1,H3N2,USA,N,2,2,2005,Influenza A virus (A/New York/461/2005(H3N2))XX,84,1921
ABB46438,97,Human,M2,H3N2,USA,N,2,2,2005,Influenza A virus (A/New York/461/2005(H3N2))XX,84,1921
ABB46439,469,Human,NA,H3N2,USA,N,2,2,2005,Influenza A virus (A/New York/461/2005(H3N2))XX,84,1921
ABB79731,566,Human,HA,H3N2,USA,N,2,8,2005,Influenza A virus (A/New York/462/2005(H3N2))XX,0,2005
ABB79732,252,Human,M1,H3N2,USA,N,2,8,2005,Influenza A virus (A/New York/462/2005(H3N2))XX,0,2005
ABB79734,469,Human,NA,H3N2,USA,N,2,8,2005,Influenza A virus (A/New York/462/2005(H3N2))XX,0,2005
ABB79736,230,Human,NS1,H3N2,USA,N,2,8,2005,Influenza A virus (A/New York/462/2005(H3N2))XX,0,2005
ABB79738,716,Human,PA,H3N2,USA,N,2,8,2005,Influenza A virus (A/New York/462/2005(H3N2))XX,0,2005
ABB79739,757,Human,PB1,H3N2,USA,N,2,8,2005,Influenza A virus (A/New York/462/2005(H3N2))XX,0,2005
ABB79741,759,Human,PB2,H3N2,USA,N,2,8,2005,Influenza A virus (A/New York/462/2005(H3N2))XX,0,2005
ABB03057,566,Human,HA,H3N2,USA,N,2,9,2005,Influenza A virus (A/New York/463/2005(H3N2))XX,64,1941
ABB03060,469,Human,NA,H3N2,USA,N,2,9,2005,Influenza A virus (A/New York/463/2005(H3N2))XX,64,1941
ABB03062,230,Human,NS1,H3N2,USA,N,2,9,2005,Influenza A virus (A/New York/463/2005(H3N2))XX,64,1941
ABB03065,757,Human,PB1,H3N2,USA,N,2,9,2005,Influenza A virus (A/New York/463/2005(H3N2))XX,64,1941
ABB03067,759,Human,PB2,H3N2,USA,N,2,9,2005,Influenza A virus (A/New York/463/2005(H3N2))XX,64,1941
ABB03068,566,Human,HA,H3N2,USA,N,3,7,2005,Influenza A virus (A/New York/464/2005(H3N2))XX,86,1919
ABB03071,469,Human,NA,H3N2,USA,N,3,7,2005,Influenza A virus (A/New York/464/2005(H3N2))XX,86,1919
ABB03075,716,Human,PA,H3N2,USA,N,3,7,2005,Influenza A virus (A/New York/464/2005(H3N2))XX,86,1919
ABB46447,566,Human,HA,H3N2,USA,N,3,8,2005,Influenza A virus (A/New York/465/2005(H3N2))XX,70,1935
ABB46457,759,Human,PB2,H3N2,USA,N,3,8,2005,Influenza A virus (A/New York/465/2005(H3N2))XX,70,1935
ABG88820,469,Human,NA,H3N2,USA,N,4,5,2006,Influenza A virus (A/New York/5/2006(H3N2))XX,33,1973
ABG88821,498,Human,NP,H3N2,USA,N,4,5,2006,Influenza A virus (A/New York/5/2006(H3N2))XX,33,1973
ABG88824,716,Human,PA,H3N2,USA,N,4,5,2006,Influenza A virus (A/New York/5/2006(H3N2))XX,33,1973
ABG88825,757,Human,PB1,H3N2,USA,N,4,5,2006,Influenza A virus (A/New York/5/2006(H3N2))XX,33,1973
ABG88826,90,Human,PB1-F2,H3N2,USA,N,4,5,2006,Influenza A virus (A/New York/5/2006(H3N2))XX,33,1973
ABI30879,469,Human,NA,H3N2,USA,N,4,5,2006,Influenza A virus (A/New York/7/2006(H3N2))XX,9,1997
ABI30884,757,Human,PB1,H3N2,USA,N,4,5,2006,Influenza A virus (A/New York/7/2006(H3N2))XX,9,1997
ABI30886,759,Human,PB2,H3N2,USA,N,4,5,2006,Influenza A virus (A/New York/7/2006(H3N2))XX,9,1997
ABM66959,716,Human,PA,H3N2,USA,N,1,10,2005,Influenza A virus (A/New York/913/2005(H3N2))XX,26,1979
ABM66965,95,Human,M2,H3N2,USA,N,1,10,2005,Influenza A virus (A/New York/913/2005(H3N2))XX,26,1979
ABM22370,469,Human,NA,H3N2,USA,N,1,10,2005,Influenza A virus (A/New York/918/2005(H3N2))XX,22,1983
ABN51010,566,Human,HA,H3N2,USA,N,2,23,2006,Influenza A virus (A/New York/923/2006(H3N2))XX,13,1993
ABN51015,230,Human,NS1,H3N2,USA,N,2,23,2006,Influenza A virus (A/New York/923/2006(H3N2))XX,13,1993
ABN51017,716,Human,PA,H3N2,USA,N,2,23,2006,Influenza A virus (A/New York/923/2006(H3N2))XX,13,1993
ABN51019,90,Human,PB1-F2,H3N2,USA,N,2,23,2006,Influenza A virus (A/New York/923/2006(H3N2))XX,13,1993
ABN51013,469,Human,NA,H3N2,USA,N,2,23,2006,Influenza A virus (A/New York/923/2006(H3N2))XX,13,1993
ABO32860,566,Human,HA,H3N2,USA,N,2,23,2006,Influenza A virus (A/New York/923/2006(H3N2))XX,13,1993
ABO32862,97,Human,M2,H3N2,USA,N,2,23,2006,Influenza A virus (A/New York/923/2006(H3N2))XX,13,1993
ABO38274,566,Human,HA,H3N2,USA,N,2,23,2006,Influenza A virus (A/New York/923/2006(H3N2))XX,13,1993
ABM67029,566,Human,HA,H3N2,USA,N,2,28,2006,Influenza A virus (A/New York/928/2006(H3N2))XX,80,1926
ABM67031,97,Human,M2,H3N2,USA,N,2,28,2006,Influenza A virus (A/New York/928/2006(H3N2))XX,80,1926
ABM67032,469,Human,NA,H3N2,USA,N,2,28,2006,Influenza A virus (A/New York/928/2006(H3N2))XX,80,1926
ABM67033,498,Human,NP,H3N2,USA,N,2,28,2006,Influenza A virus (A/New York/928/2006(H3N2))XX,80,1926
ABM67036,716,Human,PA,H3N2,USA,N,2,28,2006,Influenza A virus (A/New York/928/2006(H3N2))XX,80,1926
ABN51021,566,Human,HA,H3N2,USA,N,2,28,2006,Influenza A virus (A/New York/928/2006(H3N2))XX,80,1926
ABN51025,498,Human,NP,H3N2,USA,N,2,28,2006,Influenza A virus (A/New York/928/2006(H3N2))XX,80,1926
ABO32882,566,Human,HA,H3N2,USA,N,2,28,2006,Influenza A virus (A/New York/928/2006(H3N2))XX,80,1926
ABM67047,716,Human,PA,H3N2,USA,N,3,1,2006,Influenza A virus (A/New York/933/2006(H3N2))XX,17,1989
ABM67049,90,Human,PB1-F2,H3N2,USA,N,3,1,2006,Influenza A virus (A/New York/933/2006(H3N2))XX,17,1989
ABN51032,566,Human,HA,H3N2,USA,N,3,1,2006,Influenza A virus (A/New York/933/2006(H3N2))XX,17,1989
ABN51043,566,Human,HA,H3N2,USA,N,3,1,2006,Influenza A virus (A/New York/933/2006(H3N2))XX,17,1989
ABN51054,566,Human,HA,H3N2,USA,N,3,2,2006,Influenza A virus (A/New York/938/2006(H3N2))XX,11,1995
ABN51058,498,Human,NP,H3N2,USA,N,3,2,2006,Influenza A virus (A/New York/938/2006(H3N2))XX,11,1995
ABN51062,757,Human,PB1,H3N2,USA,N,3,2,2006,Influenza A virus (A/New York/938/2006(H3N2))XX,11,1995
ABN51063,90,Human,PB1-F2,H3N2,USA,N,3,2,2006,Influenza A virus (A/New York/938/2006(H3N2))XX,11,1995
ABO32918,469,Human,NA,H3N2,USA,N,3,2,2006,Influenza A virus (A/New York/938/2006(H3N2))XX,11,1995
ABO32937,566,Human,HA,H3N2,USA,N,3,2,2006,Influenza A virus (A/New York/938/2006(H3N2))XX,11,1995
ABO38285,566,Human,HA,H3N2,USA,N,3,2,2006,Influenza A virus (A/New York/938/2006(H3N2))XX,11,1995
ABV30118,566,Human,HA,H3N2,USA,N,1,17,2007,Influenza A virus (A/New York/UR06-0040/2007(H3N2))XX,45,1962
ABV30119,252,Human,M1,H3N2,USA,N,1,17,2007,Influenza A virus (A/New York/UR06-0040/2007(H3N2))XX,45,1962
ABV30121,469,Human,NA,H3N2,USA,N,1,17,2007,Influenza A virus (A/New York/UR06-0040/2007(H3N2))XX,45,1962
ABV30125,716,Human,PA,H3N2,USA,N,1,17,2007,Influenza A virus (A/New York/UR06-0040/2007(H3N2))XX,45,1962
ABV30385,469,Human,NA,H3N2,USA,N,2,21,2007,Influenza A virus (A/New York/UR06-0373/2007(H3N2))XX,48,1959
ABV30386,498,Human,NP,H3N2,USA,N,2,21,2007,Influenza A virus (A/New York/UR06-0373/2007(H3N2))XX,48,1959
ABV30391,90,Human,PB1-F2,H3N2,USA,N,2,21,2007,Influenza A virus (A/New York/UR06-0373/2007(H3N2))XX,48,1959
ABV30222,230,Human,NS1,H3N2,USA,N,2,27,2007,Influenza A virus (A/New York/UR06-0437/2007(H3N2))XX,24,1983
ABV30396,469,Human,NA,H3N2,USA,N,3,5,2007,Influenza A virus (A/New York/UR06-0510/2007(H3N2))XX,10,1997
ABV30398,230,Human,NS1,H3N2,USA,N,3,5,2007,Influenza A virus (A/New York/UR06-0510/2007(H3N2))XX,10,1997
ABV30400,716,Human,PA,H3N2,USA,N,3,5,2007,Influenza A virus (A/New York/UR06-0510/2007(H3N2))XX,10,1997
ABV30403,759,Human,PB2,H3N2,USA,N,3,5,2007,Influenza A virus (A/New York/UR06-0510/2007(H3N2))XX,10,1997
ABV29909,566,Human,HA,H3N2,USA,N,3,5,2007,Influenza A virus (A/New York/UR06-0515/2007(H3N2))XX,32,1975
ABV29911,97,Human,M2,H3N2,USA,N,3,5,2007,Influenza A virus (A/New York/UR06-0515/2007(H3N2))XX,32,1975
ABV29912,469,Human,NA,H3N2,USA,N,3,5,2007,Influenza A virus (A/New York/UR06-0515/2007(H3N2))XX,32,1975
ABV29913,498,Human,NP,H3N2,USA,N,3,5,2007,Influenza A virus (A/New York/UR06-0515/2007(H3N2))XX,32,1975
ABV29914,230,Human,NS1,H3N2,USA,N,3,5,2007,Influenza A virus (A/New York/UR06-0515/2007(H3N2))XX,32,1975
ABV29916,716,Human,PA,H3N2,USA,N,3,5,2007,Influenza A virus (A/New York/UR06-0515/2007(H3N2))XX,32,1975
ABV29917,757,Human,PB1,H3N2,USA,N,3,5,2007,Influenza A virus (A/New York/UR06-0515/2007(H3N2))XX,32,1975
ABV30239,566,Human,HA,H3N2,USA,N,3,6,2007,Influenza A virus (A/New York/UR06-0529/2007(H3N2))XX,34,1973
ABV30242,469,Human,NA,H3N2,USA,N,3,6,2007,Influenza A virus (A/New York/UR06-0529/2007(H3N2))XX,34,1973
ABV30244,230,Human,NS1,H3N2,USA,N,3,6,2007,Influenza A virus (A/New York/UR06-0529/2007(H3N2))XX,34,1973
ACG70161,757,Human,PB1,H3N2,USA,N,3,14,2007,Influenza A virus (A/New York/UR06-0607/2007(H3N2))XX,8,1999
ACL12213,716,Human,PA,H3N2,USA,N,2,25,2008,Influenza A virus (A/New York/UR07-0080/2008(H3N2))XX,11,1997
ACL12215,90,Human,PB1-F2,H3N2,USA,N,2,25,2008,Influenza A virus (A/New York/UR07-0080/2008(H3N2))XX,11,1997
ACN33167,566,Human,HA,H3N2,USA,N,2,25,2008,Influenza A virus (A/New York/UR07-0093/2008(H3N2))XX,3,2005
ACN33174,716,Human,PA,H3N2,USA,N,2,25,2008,Influenza A virus (A/New York/UR07-0093/2008(H3N2))XX,3,2005
ACN33177,759,Human,PB2,H3N2,USA,N,2,25,2008,Influenza A virus (A/New York/UR07-0093/2008(H3N2))XX,3,2005
ACN33024,566,Human,HA,H3N2,USA,N,2,28,2008,Influenza A virus (A/New York/UR07-0111/2008(H3N2))XX,2,2006
ACN33027,469,Human,NA,H3N2,USA,N,2,28,2008,Influenza A virus (A/New York/UR07-0111/2008(H3N2))XX,2,2006
ACN33028,498,Human,NP,H3N2,USA,N,2,28,2008,Influenza A virus (A/New York/UR07-0111/2008(H3N2))XX,2,2006
ACN33032,757,Human,PB1,H3N2,USA,N,2,28,2008,Influenza A virus (A/New York/UR07-0111/2008(H3N2))XX,2,2006
ACU80036,566,Human,HA,H3N2,USA,N,3,17,2008,Influenza A virus (A/New York/UR07-0160/2008(H3N2))XX,9,1999
BAH09171,308,Human,HA,H3N2,Japan,N,1,21,2006,Influenza A virus (A/Niigata/F18/2006(H3N2))XX,36,1970
ACD69246,328,Human,HA,H3N2,USA,N,1,27,2008,Influenza A virus (A/North Carolina/AF1525/2008(H3N2))XX,22,1986
ACD69250,344,Human,HA,H3N2,USA,N,3,20,2008,Influenza A virus (A/North Carolina/AF1529/2008(H3N2))XX,27,1981
ACA24180,347,Human,HA,H3N2,Northern Mariana Islands,T,10,24,2007,Influenza A virus (A/Northern Mariana Islands/AF1121/2007(H3N2))XX,0,2007
ACA24185,355,Human,HA,H3N2,Northern Mariana Islands,T,7,17,2007,Influenza A virus (A/Northern Mariana Islands/AF1144/2007(H3N2))XX,2,2005
ADA71152,566,Human,HA,H3N2,Russia,N,4,0,2009,Influenza A virus (A/Novosibirsk/1211/2009(H3N2))XX,3,2006
ADA71153,469,Human,NA,H3N2,Russia,N,4,0,2009,Influenza A virus (A/Novosibirsk/1211/2009(H3N2))XX,3,2006
ADA71166,566,Human,HA,H3N2,Russia,N,3,0,2009,Influenza A virus (A/Novosibirsk/628/2009(H3N2))XX,6,2003
ADA71167,469,Human,NA,H3N2,Russia,N,3,0,2009,Influenza A virus (A/Novosibirsk/628/2009(H3N2))XX,6,2003
ADA71173,469,Human,NA,H3N2,Russia,N,3,0,2009,Influenza A virus (A/Novosibirsk/707/2009(H3N2))XX,27,1982
ACH56640,347,Human,HA,H3N2,USA,N,1,18,2008,Influenza A virus (A/Ohio/AF1813/2008(H3N2))XX,48,1960
ABY51035,716,Human,PA,H3N2,USA,N,2,12,2007,Influenza A virus (A/Ohio/UR06-0256/2007(H3N2))XX,18,1989
ABY51037,90,Human,PB1-F2,H3N2,USA,N,2,12,2007,Influenza A virus (A/Ohio/UR06-0256/2007(H3N2))XX,18,1989
ABW86563,566,Human,HA,H3N2,USA,N,2,23,2007,Influenza A virus (A/Ohio/UR06-0410/2007(H3N2))XX,10,1997
ABW86566,469,Human,NA,H3N2,USA,N,2,23,2007,Influenza A virus (A/Ohio/UR06-0410/2007(H3N2))XX,10,1997
ABW86568,230,Human,NS1,H3N2,USA,N,2,23,2007,Influenza A virus (A/Ohio/UR06-0410/2007(H3N2))XX,10,1997
ABW86570,716,Human,PA,H3N2,USA,N,2,23,2007,Influenza A virus (A/Ohio/UR06-0410/2007(H3N2))XX,10,1997
ABW40386,757,Human,PB1,H3N2,USA,N,3,2,2007,Influenza A virus (A/Ohio/UR06-0494/2007(H3N2))XX,1,2006
ACN32850,97,Human,M2,H3N2,USA,N,2,12,2008,Influenza A virus (A/Ohio/UR07-0005/2008(H3N2))XX,2,2006
ACR61680,469,Human,NA,H3N2,USA,N,2,13,2008,Influenza A virus (A/Ohio/UR07-0013/2008(H3N2))XX,6,2002
ACR61684,716,Human,PA,H3N2,USA,N,2,13,2008,Influenza A virus (A/Ohio/UR07-0013/2008(H3N2))XX,6,2002
ACR61687,759,Human,PB2,H3N2,USA,N,2,13,2008,Influenza A virus (A/Ohio/UR07-0013/2008(H3N2))XX,6,2002
ACN32871,252,Human,M1,H3N2,USA,N,2,14,2008,Influenza A virus (A/Ohio/UR07-0016/2008(H3N2))XX,2,2006
ACN32875,230,Human,NS1,H3N2,USA,N,2,14,2008,Influenza A virus (A/Ohio/UR07-0016/2008(H3N2))XX,2,2006
ACN32880,759,Human,PB2,H3N2,USA,N,2,14,2008,Influenza A virus (A/Ohio/UR07-0016/2008(H3N2))XX,2,2006
ACN76481,466,Human,NA,H3N2,USA,N,2,14,2008,Influenza A virus (A/Ohio/UR07-0023/2008(H3N2))XX,1,2007
ACN76485,716,Human,PA,H3N2,USA,N,2,14,2008,Influenza A virus (A/Ohio/UR07-0023/2008(H3N2))XX,1,2007
ACN76487,90,Human,PB1-F2,H3N2,USA,N,2,14,2008,Influenza A virus (A/Ohio/UR07-0023/2008(H3N2))XX,1,2007
ACN76488,757,Human,PB2,H3N2,USA,N,2,14,2008,Influenza A virus (A/Ohio/UR07-0023/2008(H3N2))XX,1,2007
ACN32907,498,Human,NP,H3N2,USA,N,2,18,2008,Influenza A virus (A/Ohio/UR07-0031/2008(H3N2))XX,17,1991
ACN32908,230,Human,NS1,H3N2,USA,N,2,18,2008,Influenza A virus (A/Ohio/UR07-0031/2008(H3N2))XX,17,1991
ACO95284,469,Human,NA,H3N2,USA,N,2,18,2008,Influenza A virus (A/Ohio/UR07-0034/2008(H3N2))XX,14,1994
ACN43014,566,Human,HA,H3N2,USA,N,2,18,2008,Influenza A virus (A/Ohio/UR07-0035/2008(H3N2))XX,1,2007
ACN43024,759,Human,PB2,H3N2,USA,N,2,18,2008,Influenza A virus (A/Ohio/UR07-0035/2008(H3N2))XX,1,2007
ACL12196,252,Human,M1,H3N2,USA,N,2,19,2008,Influenza A virus (A/Ohio/UR07-0043/2008(H3N2))XX,3,2005
ACL12198,469,Human,NA,H3N2,USA,N,2,19,2008,Influenza A virus (A/Ohio/UR07-0043/2008(H3N2))XX,3,2005
ACL12203,757,Human,PB1,H3N2,USA,N,2,19,2008,Influenza A virus (A/Ohio/UR07-0043/2008(H3N2))XX,3,2005
ACL12205,759,Human,PB2,H3N2,USA,N,2,19,2008,Influenza A virus (A/Ohio/UR07-0043/2008(H3N2))XX,3,2005
ACO95313,759,Human,PB2,H3N2,USA,N,2,19,2008,Influenza A virus (A/Ohio/UR07-0045/2008(H3N2))XX,5,2003
ACN32957,759,Human,PB2,H3N2,USA,N,2,19,2008,Influenza A virus (A/Ohio/UR07-0058/2008(H3N2))XX,8,2000
ACO94738,566,Human,HA,H3N2,USA,N,2,21,2008,Influenza A virus (A/Ohio/UR07-0073/2008(H3N2))XX,3,2005
ACO94741,469,Human,NA,H3N2,USA,N,2,21,2008,Influenza A virus (A/Ohio/UR07-0073/2008(H3N2))XX,3,2005
ACO94748,759,Human,PB2,H3N2,USA,N,2,21,2008,Influenza A virus (A/Ohio/UR07-0073/2008(H3N2))XX,3,2005
ACL12217,566,Human,HA,H3N2,USA,N,2,26,2008,Influenza A virus (A/Ohio/UR07-0089/2008(H3N2))XX,9,1999
ACN32980,566,Human,HA,H3N2,USA,N,2,26,2008,Influenza A virus (A/Ohio/UR07-0105/2008(H3N2))XX,5,2003
ACN32981,252,Human,M1,H3N2,USA,N,2,26,2008,Influenza A virus (A/Ohio/UR07-0105/2008(H3N2))XX,5,2003
ACN32983,466,Human,NA,H3N2,USA,N,2,26,2008,Influenza A virus (A/Ohio/UR07-0105/2008(H3N2))XX,5,2003
ACN32987,716,Human,PA,H3N2,USA,N,2,26,2008,Influenza A virus (A/Ohio/UR07-0105/2008(H3N2))XX,5,2003
ACN32988,757,Human,PB1,H3N2,USA,N,2,26,2008,Influenza A virus (A/Ohio/UR07-0105/2008(H3N2))XX,5,2003
ACN32989,90,Human,PB1-F2,H3N2,USA,N,2,26,2008,Influenza A virus (A/Ohio/UR07-0105/2008(H3N2))XX,5,2003
ACN32990,759,Human,PB2,H3N2,USA,N,2,26,2008,Influenza A virus (A/Ohio/UR07-0105/2008(H3N2))XX,5,2003
ACN76525,466,Human,NA,H3N2,USA,N,3,4,2008,Influenza A virus (A/Ohio/UR07-0126/2008(H3N2))XX,8,2000
ACN76527,230,Human,NS1,H3N2,USA,N,3,4,2008,Influenza A virus (A/Ohio/UR07-0126/2008(H3N2))XX,8,2000
ACL12250,566,Human,HA,H3N2,USA,N,3,6,2008,Influenza A virus (A/Ohio/UR07-0140/2008(H3N2))XX,1,2007
ACL12254,498,Human,NP,H3N2,USA,N,3,6,2008,Influenza A virus (A/Ohio/UR07-0140/2008(H3N2))XX,1,2007
BAH20606,314,Human,HA,H3N2,Japan,N,1,22,2005,Influenza A virus (A/Okinawa/1/2005(H3N2))XX,29,1976
BAH20644,314,Human,HA,H3N2,Japan,N,1,17,2006,Influenza A virus (A/Okinawa/1/2006(H3N2))XX,24,1982
BAH20654,314,Human,HA,H3N2,Japan,N,1,25,2007,Influenza A virus (A/Okinawa/1/2007(H3N2))XX,8,1999
BAH20615,314,Human,HA,H3N2,Japan,N,2,5,2005,Influenza A virus (A/Okinawa/10/2005(H3N2))XX,36,1969
BAH20661,314,Human,HA,H3N2,Japan,N,2,15,2007,Influenza A virus (A/Okinawa/101/2007(H3N2))XX,48,1959
BAH20657,302,Human,HA,H3N2,Japan,N,2,8,2007,Influenza A virus (A/Okinawa/11/2007(H3N2))XX,11,1996
BAH20618,314,Human,HA,H3N2,Japan,N,4,20,2005,Influenza A virus (A/Okinawa/13/2005(H3N2))XX,2,2003
BAH20648,307,Human,HA,H3N2,Japan,N,1,24,2006,Influenza A virus (A/Okinawa/13/2006(H3N2))XX,43,1963
BAH20619,314,Human,HA,H3N2,Japan,N,5,24,2005,Influenza A virus (A/Okinawa/14/2005(H3N2))XX,9,1996
BAH20649,314,Human,HA,H3N2,Japan,N,1,23,2006,Influenza A virus (A/Okinawa/14/2006(H3N2))XX,6,2000
BAH20620,314,Human,HA,H3N2,Japan,N,6,13,2005,Influenza A virus (A/Okinawa/15/2005(H3N2))XX,51,1954
BAH20650,314,Human,HA,H3N2,Japan,N,1,17,2006,Influenza A virus (A/Okinawa/15/2006(H3N2))XX,7,1999
BAH20659,314,Human,HA,H3N2,Japan,N,3,7,2007,Influenza A virus (A/Okinawa/17/2007(H3N2))XX,49,1958
BAH20624,314,Human,HA,H3N2,Japan,N,7,5,2005,Influenza A virus (A/Okinawa/19/2005(H3N2))XX,6,1999
BAH20626,314,Human,HA,H3N2,Japan,N,7,5,2005,Influenza A virus (A/Okinawa/21/2005(H3N2))XX,37,1968
BAH20660,314,Human,HA,H3N2,Japan,N,3,7,2007,Influenza A virus (A/Okinawa/21/2007(H3N2))XX,44,1963
BAH20627,314,Human,HA,H3N2,Japan,N,7,12,2005,Influenza A virus (A/Okinawa/22/2005(H3N2))XX,13,1992
BAH20629,314,Human,HA,H3N2,Japan,N,7,20,2005,Influenza A virus (A/Okinawa/24/2005(H3N2))XX,61,1944
BAH20653,314,Human,HA,H3N2,Japan,N,11,27,2006,Influenza A virus (A/Okinawa/27/2006(H3N2))XX,56,1950
BAH20610,314,Human,HA,H3N2,Japan,N,1,26,2005,Influenza A virus (A/Okinawa/5/2005(H3N2))XX,6,1999
BAH20656,314,Human,HA,H3N2,Japan,N,2,5,2007,Influenza A virus (A/Okinawa/7/2007(H3N2))XX,4,2003
BAH20646,314,Human,HA,H3N2,Japan,N,1,19,2006,Influenza A virus (A/Okinawa/9/2006(H3N2))XX,23,1983
ACD69255,347,Human,HA,H3N2,USA,N,2,4,2008,Influenza A virus (A/Oklahoma/AF1534/2008(H3N2))XX,0,2008
ACD69256,347,Human,HA,H3N2,USA,N,2,6,2008,Influenza A virus (A/Oklahoma/AF1535/2008(H3N2))XX,63,1945
ACD69261,344,Human,HA,H3N2,USA,N,2,19,2008,Influenza A virus (A/Oklahoma/AF1540/2008(H3N2))XX,37,1971
ACD69262,347,Human,HA,H3N2,USA,N,2,19,2008,Influenza A virus (A/Oklahoma/AF1541/2008(H3N2))XX,34,1974
ACD69263,347,Human,HA,H3N2,USA,N,2,19,2008,Influenza A virus (A/Oklahoma/AF1542/2008(H3N2))XX,6,2002
ACD69265,347,Human,HA,H3N2,USA,N,2,22,2008,Influenza A virus (A/Oklahoma/AF1544/2008(H3N2))XX,28,1980
ACD69267,347,Human,HA,H3N2,USA,N,2,13,2008,Influenza A virus (A/Oklahoma/AF1546/2008(H3N2))XX,36,1972
ABW91551,469,Human,NA,H3N2,USA,N,2,6,2007,Influenza A virus (A/Oregon/UR06-0200/2007(H3N2))XX,7,2000
ABW91556,757,Human,PB1,H3N2,USA,N,2,6,2007,Influenza A virus (A/Oregon/UR06-0200/2007(H3N2))XX,7,2000
ABW91557,90,Human,PB1-F2,H3N2,USA,N,2,6,2007,Influenza A virus (A/Oregon/UR06-0200/2007(H3N2))XX,7,2000
ABW91401,716,Human,PA,H3N2,USA,N,2,6,2007,Influenza A virus (A/Oregon/UR06-0202/2007(H3N2))XX,3,2004
ABY51127,566,Human,HA,H3N2,USA,N,2,8,2007,Influenza A virus (A/Oregon/UR06-0221/2007(H3N2))XX,13,1994
ABY51132,230,Human,NS1,H3N2,USA,N,2,8,2007,Influenza A virus (A/Oregon/UR06-0221/2007(H3N2))XX,13,1994
ABY51135,757,Human,PB1,H3N2,USA,N,2,8,2007,Influenza A virus (A/Oregon/UR06-0221/2007(H3N2))XX,13,1994
ABW40656,469,Human,NA,H3N2,USA,N,2,13,2007,Influenza A virus (A/Oregon/UR06-0272/2007(H3N2))XX,5,2002
ABW40657,498,Human,NP,H3N2,USA,N,2,13,2007,Influenza A virus (A/Oregon/UR06-0272/2007(H3N2))XX,5,2002
ABW40595,757,Human,PB1,H3N2,USA,N,2,13,2007,Influenza A virus (A/Oregon/UR06-0273/2007(H3N2))XX,6,2001
ABW40271,469,Human,NA,H3N2,USA,N,2,13,2007,Influenza A virus (A/Oregon/UR06-0289/2007(H3N2))XX,13,1994
ABW40246,566,Human,HA,H3N2,USA,N,2,26,2007,Influenza A virus (A/Oregon/UR06-0450/2007(H3N2))XX,12,1995
ABW40249,469,Human,NA,H3N2,USA,N,2,26,2007,Influenza A virus (A/Oregon/UR06-0450/2007(H3N2))XX,12,1995
ABI30782,230,Human,NS1,H3N2,New Zealand,S,8,11,2005,Influenza A virus (A/Otago/02/2005(H3N2))XX,23,1982
ABI30784,716,Human,PA,H3N2,New Zealand,S,8,11,2005,Influenza A virus (A/Otago/02/2005(H3N2))XX,23,1982
ABI30787,759,Human,PB2,H3N2,New Zealand,S,8,11,2005,Influenza A virus (A/Otago/02/2005(H3N2))XX,23,1982
ABI30609,566,Human,HA,H3N2,New Zealand,S,7,1,2005,Influenza A virus (A/Otago/1/2005(H3N2))XX,28,1977
ABI30612,469,Human,NA,H3N2,New Zealand,S,7,1,2005,Influenza A virus (A/Otago/1/2005(H3N2))XX,28,1977
ABI30613,498,Human,NP,H3N2,New Zealand,S,7,1,2005,Influenza A virus (A/Otago/1/2005(H3N2))XX,28,1977
ABI30616,716,Human,PA,H3N2,New Zealand,S,7,1,2005,Influenza A virus (A/Otago/1/2005(H3N2))XX,28,1977
