Acession, Length, Host, Protein, Subtype, Country, Region, Year, Month, Day, Virus, Age
AAZ38517,566,Human,HA,H3N2,USA,N,2005,02,02,Influenza A virus (A/New York/361/2005(H3N2))XX,38
AAZ79956,757,Human,PB1,H3N2,USA,N,2005,02,16,Influenza A virus (A/New York/367/2005(H3N2))XX,58
AAZ79956,757,Human,PB1,H3N2,USA,N,2005,02,16,Influenza A virus (A/New York/367/2005(H3N2))XX,58
AAZ74507,566,Human,HA,H3N2,USA,N,2005,01,03,Influenza A virus (A/New York/369/2005(H3N2))XX,57
AAZ74507,566,Human,HA,H3N2,USA,N,2005,01,03,Influenza A virus (A/New York/369/2005(H3N2))XX,57
AAZ74509,97,Human,M2,H3N2,USA,N,2005,01,03,Influenza A virus (A/New York/369/2005(H3N2))XX,57
AAZ74509,97,Human,M2,H3N2,USA,N,2005,01,03,Influenza A virus (A/New York/369/2005(H3N2))XX,57
AAZ74510,469,Human,NA,H3N2,USA,N,2005,01,03,Influenza A virus (A/New York/369/2005(H3N2))XX,57
AAZ74510,469,Human,NA,H3N2,USA,N,2005,01,03,Influenza A virus (A/New York/369/2005(H3N2))XX,57
AAZ74511,496,Human,NP,H3N2,USA,N,2005,01,03,Influenza A virus (A/New York/369/2005(H3N2))XX,57
AAZ74511,496,Human,NP,H3N2,USA,N,2005,01,03,Influenza A virus (A/New York/369/2005(H3N2))XX,57
AAZ74513,121,Human,NS2,H3N2,USA,N,2005,01,03,Influenza A virus (A/New York/369/2005(H3N2))XX,57
AAZ74513,121,Human,NS2,H3N2,USA,N,2005,01,03,Influenza A virus (A/New York/369/2005(H3N2))XX,57
AAZ74514,716,Human,PA,H3N2,USA,N,2005,01,03,Influenza A virus (A/New York/369/2005(H3N2))XX,57
AAZ74514,716,Human,PA,H3N2,USA,N,2005,01,03,Influenza A virus (A/New York/369/2005(H3N2))XX,57
AAZ74515,757,Human,PB1,H3N2,USA,N,2005,01,03,Influenza A virus (A/New York/369/2005(H3N2))XX,57
AAZ74515,757,Human,PB1,H3N2,USA,N,2005,01,03,Influenza A virus (A/New York/369/2005(H3N2))XX,57
AAZ74517,759,Human,PB2,H3N2,USA,N,2005,01,03,Influenza A virus (A/New York/369/2005(H3N2))XX,57
AAZ74517,759,Human,PB2,H3N2,USA,N,2005,01,03,Influenza A virus (A/New York/369/2005(H3N2))XX,57
AAZ79971,757,Human,PB1,H3N2,USA,N,2005,02,22,Influenza A virus (A/New York/373/2005(H3N2))XX,23
AAZ79971,757,Human,PB1,H3N2,USA,N,2005,02,22,Influenza A virus (A/New York/373/2005(H3N2))XX,23
AAZ74532,469,Human,NA,H3N2,USA,N,2005,01,29,Influenza A virus (A/New York/375/2005(H3N2))XX,20
AAZ74532,469,Human,NA,H3N2,USA,N,2005,01,29,Influenza A virus (A/New York/375/2005(H3N2))XX,20
ABA43178,566,Human,HA,H3N2,USA,N,2005,01,18,Influenza A virus (A/New York/376/2005(H3N2))XX,1
ABA43178,566,Human,HA,H3N2,USA,N,2005,01,18,Influenza A virus (A/New York/376/2005(H3N2))XX,1
ABA43180,97,Human,M2,H3N2,USA,N,2005,01,18,Influenza A virus (A/New York/376/2005(H3N2))XX,1
ABA43180,97,Human,M2,H3N2,USA,N,2005,01,18,Influenza A virus (A/New York/376/2005(H3N2))XX,1
ABA43181,466,Human,NA,H3N2,USA,N,2005,01,18,Influenza A virus (A/New York/376/2005(H3N2))XX,1
ABA43181,466,Human,NA,H3N2,USA,N,2005,01,18,Influenza A virus (A/New York/376/2005(H3N2))XX,1
ABA43185,714,Human,PA,H3N2,USA,N,2005,01,18,Influenza A virus (A/New York/376/2005(H3N2))XX,1
ABA43185,714,Human,PA,H3N2,USA,N,2005,01,18,Influenza A virus (A/New York/376/2005(H3N2))XX,1
ABA43186,755,Human,PB1,H3N2,USA,N,2005,01,18,Influenza A virus (A/New York/376/2005(H3N2))XX,1
ABA43186,755,Human,PB1,H3N2,USA,N,2005,01,18,Influenza A virus (A/New York/376/2005(H3N2))XX,1
AAZ38528,566,Human,HA,H3N2,USA,N,2005,01,03,Influenza A virus (A/New York/378/2005(H3N2))XX,16
AAZ38528,566,Human,HA,H3N2,USA,N,2005,01,03,Influenza A virus (A/New York/378/2005(H3N2))XX,16
AAZ38529,252,Human,M1,H3N2,USA,N,2005,01,03,Influenza A virus (A/New York/378/2005(H3N2))XX,16
AAZ38529,252,Human,M1,H3N2,USA,N,2005,01,03,Influenza A virus (A/New York/378/2005(H3N2))XX,16
AAZ38530,97,Human,M2,H3N2,USA,N,2005,01,03,Influenza A virus (A/New York/378/2005(H3N2))XX,16
AAZ38530,97,Human,M2,H3N2,USA,N,2005,01,03,Influenza A virus (A/New York/378/2005(H3N2))XX,16
AAZ38531,469,Human,NA,H3N2,USA,N,2005,01,03,Influenza A virus (A/New York/378/2005(H3N2))XX,16
AAZ38531,469,Human,NA,H3N2,USA,N,2005,01,03,Influenza A virus (A/New York/378/2005(H3N2))XX,16
AAZ38532,498,Human,NP,H3N2,USA,N,2005,01,03,Influenza A virus (A/New York/378/2005(H3N2))XX,16
AAZ38532,498,Human,NP,H3N2,USA,N,2005,01,03,Influenza A virus (A/New York/378/2005(H3N2))XX,16
AAZ38533,230,Human,NS1,H3N2,USA,N,2005,01,03,Influenza A virus (A/New York/378/2005(H3N2))XX,16
AAZ38533,230,Human,NS1,H3N2,USA,N,2005,01,03,Influenza A virus (A/New York/378/2005(H3N2))XX,16
AAZ38534,121,Human,NS2,H3N2,USA,N,2005,01,03,Influenza A virus (A/New York/378/2005(H3N2))XX,16
AAZ38534,121,Human,NS2,H3N2,USA,N,2005,01,03,Influenza A virus (A/New York/378/2005(H3N2))XX,16
AAZ38535,716,Human,PA,H3N2,USA,N,2005,01,03,Influenza A virus (A/New York/378/2005(H3N2))XX,16
AAZ38535,716,Human,PA,H3N2,USA,N,2005,01,03,Influenza A virus (A/New York/378/2005(H3N2))XX,16
AAZ38536,757,Human,PB1,H3N2,USA,N,2005,01,03,Influenza A virus (A/New York/378/2005(H3N2))XX,16
AAZ38536,757,Human,PB1,H3N2,USA,N,2005,01,03,Influenza A virus (A/New York/378/2005(H3N2))XX,16
AAZ38537,90,Human,PB1-F2,H3N2,USA,N,2005,01,03,Influenza A virus (A/New York/378/2005(H3N2))XX,16
AAZ38537,90,Human,PB1-F2,H3N2,USA,N,2005,01,03,Influenza A virus (A/New York/378/2005(H3N2))XX,16
AAZ38538,759,Human,PB2,H3N2,USA,N,2005,01,03,Influenza A virus (A/New York/378/2005(H3N2))XX,16
AAZ38538,759,Human,PB2,H3N2,USA,N,2005,01,03,Influenza A virus (A/New York/378/2005(H3N2))XX,16
AAZ38605,566,Human,HA,H3N2,USA,N,2005,01,29,Influenza A virus (A/New York/382/2005(H3N2))XX,24
AAZ38605,566,Human,HA,H3N2,USA,N,2005,01,29,Influenza A virus (A/New York/382/2005(H3N2))XX,24
AAZ38608,469,Human,NA,H3N2,USA,N,2005,01,29,Influenza A virus (A/New York/382/2005(H3N2))XX,24
AAZ38608,469,Human,NA,H3N2,USA,N,2005,01,29,Influenza A virus (A/New York/382/2005(H3N2))XX,24
AAZ38609,497,Human,NP,H3N2,USA,N,2005,01,29,Influenza A virus (A/New York/382/2005(H3N2))XX,24
AAZ38609,497,Human,NP,H3N2,USA,N,2005,01,29,Influenza A virus (A/New York/382/2005(H3N2))XX,24
AAZ38610,230,Human,NS1,H3N2,USA,N,2005,01,29,Influenza A virus (A/New York/382/2005(H3N2))XX,24
AAZ38610,230,Human,NS1,H3N2,USA,N,2005,01,29,Influenza A virus (A/New York/382/2005(H3N2))XX,24
AAZ38611,121,Human,NS2,H3N2,USA,N,2005,01,29,Influenza A virus (A/New York/382/2005(H3N2))XX,24
AAZ38611,121,Human,NS2,H3N2,USA,N,2005,01,29,Influenza A virus (A/New York/382/2005(H3N2))XX,24
AAZ38612,716,Human,PA,H3N2,USA,N,2005,01,29,Influenza A virus (A/New York/382/2005(H3N2))XX,24
AAZ38612,716,Human,PA,H3N2,USA,N,2005,01,29,Influenza A virus (A/New York/382/2005(H3N2))XX,24
AAZ38613,757,Human,PB1,H3N2,USA,N,2005,01,29,Influenza A virus (A/New York/382/2005(H3N2))XX,24
AAZ38613,757,Human,PB1,H3N2,USA,N,2005,01,29,Influenza A virus (A/New York/382/2005(H3N2))XX,24
AAZ38614,90,Human,PB1-F2,H3N2,USA,N,2005,01,29,Influenza A virus (A/New York/382/2005(H3N2))XX,24
AAZ38614,90,Human,PB1-F2,H3N2,USA,N,2005,01,29,Influenza A virus (A/New York/382/2005(H3N2))XX,24
AAZ79974,566,Human,HA,H3N2,USA,N,2005,01,06,Influenza A virus (A/New York/384/2005(H3N2))XX,30
AAZ79974,566,Human,HA,H3N2,USA,N,2005,01,06,Influenza A virus (A/New York/384/2005(H3N2))XX,30
AAZ79978,498,Human,NP,H3N2,USA,N,2005,01,06,Influenza A virus (A/New York/384/2005(H3N2))XX,30
AAZ79978,498,Human,NP,H3N2,USA,N,2005,01,06,Influenza A virus (A/New York/384/2005(H3N2))XX,30
AAZ79981,716,Human,PA,H3N2,USA,N,2005,01,06,Influenza A virus (A/New York/384/2005(H3N2))XX,30
AAZ79981,716,Human,PA,H3N2,USA,N,2005,01,06,Influenza A virus (A/New York/384/2005(H3N2))XX,30
AAZ79982,757,Human,PB1,H3N2,USA,N,2005,01,06,Influenza A virus (A/New York/384/2005(H3N2))XX,30
AAZ79982,757,Human,PB1,H3N2,USA,N,2005,01,06,Influenza A virus (A/New York/384/2005(H3N2))XX,30
AAZ74573,566,Human,HA,H3N2,USA,N,2005,01,28,Influenza A virus (A/New York/388/2005(H3N2))XX,72
AAZ74573,566,Human,HA,H3N2,USA,N,2005,01,28,Influenza A virus (A/New York/388/2005(H3N2))XX,72
AAZ74576,467,Human,NA,H3N2,USA,N,2005,01,28,Influenza A virus (A/New York/388/2005(H3N2))XX,72
AAZ74576,467,Human,NA,H3N2,USA,N,2005,01,28,Influenza A virus (A/New York/388/2005(H3N2))XX,72
AAZ74581,757,Human,PB1,H3N2,USA,N,2005,01,28,Influenza A virus (A/New York/388/2005(H3N2))XX,72
AAZ74581,757,Human,PB1,H3N2,USA,N,2005,01,28,Influenza A virus (A/New York/388/2005(H3N2))XX,72
AAZ74583,759,Human,PB2,H3N2,USA,N,2005,01,28,Influenza A virus (A/New York/388/2005(H3N2))XX,72
AAZ74583,759,Human,PB2,H3N2,USA,N,2005,01,28,Influenza A virus (A/New York/388/2005(H3N2))XX,72
ABA87253,566,Human,HA,H3N2,USA,N,2005,01,04,Influenza A virus (A/New York/389/2005(H3N2))XX,78
ABA87253,566,Human,HA,H3N2,USA,N,2005,01,04,Influenza A virus (A/New York/389/2005(H3N2))XX,78
ABA87256,468,Human,NA,H3N2,USA,N,2005,01,04,Influenza A virus (A/New York/389/2005(H3N2))XX,78
ABA87256,468,Human,NA,H3N2,USA,N,2005,01,04,Influenza A virus (A/New York/389/2005(H3N2))XX,78
ABA87257,496,Human,NP,H3N2,USA,N,2005,01,04,Influenza A virus (A/New York/389/2005(H3N2))XX,78
ABA87257,496,Human,NP,H3N2,USA,N,2005,01,04,Influenza A virus (A/New York/389/2005(H3N2))XX,78
ABA87260,716,Human,PA,H3N2,USA,N,2005,01,04,Influenza A virus (A/New York/389/2005(H3N2))XX,78
ABA87260,716,Human,PA,H3N2,USA,N,2005,01,04,Influenza A virus (A/New York/389/2005(H3N2))XX,78
ABA87262,90,Human,PB1-F2,H3N2,USA,N,2005,01,04,Influenza A virus (A/New York/389/2005(H3N2))XX,78
ABA87262,90,Human,PB1-F2,H3N2,USA,N,2005,01,04,Influenza A virus (A/New York/389/2005(H3N2))XX,78
ABA87263,759,Human,PB2,H3N2,USA,N,2005,01,04,Influenza A virus (A/New York/389/2005(H3N2))XX,78
ABA87263,759,Human,PB2,H3N2,USA,N,2005,01,04,Influenza A virus (A/New York/389/2005(H3N2))XX,78
AAZ80021,469,Human,NA,H3N2,USA,N,2005,01,05,Influenza A virus (A/New York/390/2005(H3N2))XX,78
AAZ80021,469,Human,NA,H3N2,USA,N,2005,01,05,Influenza A virus (A/New York/390/2005(H3N2))XX,78
AAZ80024,121,Human,NS2,H3N2,USA,N,2005,01,05,Influenza A virus (A/New York/390/2005(H3N2))XX,78
AAZ80024,121,Human,NS2,H3N2,USA,N,2005,01,05,Influenza A virus (A/New York/390/2005(H3N2))XX,78
AAZ80025,714,Human,PA,H3N2,USA,N,2005,01,05,Influenza A virus (A/New York/390/2005(H3N2))XX,78
AAZ80025,714,Human,PA,H3N2,USA,N,2005,01,05,Influenza A virus (A/New York/390/2005(H3N2))XX,78
AAZ38594,566,Human,HA,H3N2,USA,N,2005,01,07,Influenza A virus (A/New York/391/2005(H3N2))XX,37
AAZ38594,566,Human,HA,H3N2,USA,N,2005,01,07,Influenza A virus (A/New York/391/2005(H3N2))XX,37
AAZ38599,230,Human,NS1,H3N2,USA,N,2005,01,07,Influenza A virus (A/New York/391/2005(H3N2))XX,37
AAZ38599,230,Human,NS1,H3N2,USA,N,2005,01,07,Influenza A virus (A/New York/391/2005(H3N2))XX,37
AAZ38600,121,Human,NS2,H3N2,USA,N,2005,01,07,Influenza A virus (A/New York/391/2005(H3N2))XX,37
AAZ38600,121,Human,NS2,H3N2,USA,N,2005,01,07,Influenza A virus (A/New York/391/2005(H3N2))XX,37
AAZ38602,757,Human,PB1,H3N2,USA,N,2005,01,07,Influenza A virus (A/New York/391/2005(H3N2))XX,37
AAZ38602,757,Human,PB1,H3N2,USA,N,2005,01,07,Influenza A virus (A/New York/391/2005(H3N2))XX,37
AAZ38604,759,Human,PB2,H3N2,USA,N,2005,01,07,Influenza A virus (A/New York/391/2005(H3N2))XX,37
AAZ38604,759,Human,PB2,H3N2,USA,N,2005,01,07,Influenza A virus (A/New York/391/2005(H3N2))XX,37
AAZ79999,469,Human,NA,H3N2,USA,N,2005,03,23,Influenza A virus (A/New York/393/2005(H3N2))XX,19
AAZ79999,469,Human,NA,H3N2,USA,N,2005,03,23,Influenza A virus (A/New York/393/2005(H3N2))XX,19
ABA12780,566,Human,HA,H3N2,USA,N,2005,01,04,Influenza A virus (A/New York/394/2005(H3N2))XX,33
ABA12780,566,Human,HA,H3N2,USA,N,2005,01,04,Influenza A virus (A/New York/394/2005(H3N2))XX,33
ABA12788,498,Human,NP,H3N2,USA,N,2005,01,04,Influenza A virus (A/New York/394/2005(H3N2))XX,33
ABA12788,498,Human,NP,H3N2,USA,N,2005,01,04,Influenza A virus (A/New York/394/2005(H3N2))XX,33
ABA12789,230,Human,NS1,H3N2,USA,N,2005,01,04,Influenza A virus (A/New York/394/2005(H3N2))XX,33
ABA12789,230,Human,NS1,H3N2,USA,N,2005,01,04,Influenza A virus (A/New York/394/2005(H3N2))XX,33
ABA12790,121,Human,NS2,H3N2,USA,N,2005,01,04,Influenza A virus (A/New York/394/2005(H3N2))XX,33
ABA12790,121,Human,NS2,H3N2,USA,N,2005,01,04,Influenza A virus (A/New York/394/2005(H3N2))XX,33
ABA12791,716,Human,PA,H3N2,USA,N,2005,01,04,Influenza A virus (A/New York/394/2005(H3N2))XX,33
ABA12791,716,Human,PA,H3N2,USA,N,2005,01,04,Influenza A virus (A/New York/394/2005(H3N2))XX,33
ABA12792,757,Human,PB1,H3N2,USA,N,2005,01,04,Influenza A virus (A/New York/394/2005(H3N2))XX,33
ABA12792,757,Human,PB1,H3N2,USA,N,2005,01,04,Influenza A virus (A/New York/394/2005(H3N2))XX,33
ABA12793,90,Human,PB1-F2,H3N2,USA,N,2005,01,04,Influenza A virus (A/New York/394/2005(H3N2))XX,33
ABA12793,90,Human,PB1-F2,H3N2,USA,N,2005,01,04,Influenza A virus (A/New York/394/2005(H3N2))XX,33
ABA12794,759,Human,PB2,H3N2,USA,N,2005,01,04,Influenza A virus (A/New York/394/2005(H3N2))XX,33
ABA12794,759,Human,PB2,H3N2,USA,N,2005,01,04,Influenza A virus (A/New York/394/2005(H3N2))XX,33
ABA42291,566,Human,HA,H3N2,USA,N,2005,01,24,Influenza A virus (A/New York/395/2005(H3N2))XX,19
ABA42291,566,Human,HA,H3N2,USA,N,2005,01,24,Influenza A virus (A/New York/395/2005(H3N2))XX,19
ABA42293,97,Human,M2,H3N2,USA,N,2005,01,24,Influenza A virus (A/New York/395/2005(H3N2))XX,19
ABA42293,97,Human,M2,H3N2,USA,N,2005,01,24,Influenza A virus (A/New York/395/2005(H3N2))XX,19
ABA42295,498,Human,NP,H3N2,USA,N,2005,01,24,Influenza A virus (A/New York/395/2005(H3N2))XX,19
ABA42295,498,Human,NP,H3N2,USA,N,2005,01,24,Influenza A virus (A/New York/395/2005(H3N2))XX,19
ABA42296,230,Human,NS1,H3N2,USA,N,2005,01,24,Influenza A virus (A/New York/395/2005(H3N2))XX,19
ABA42296,230,Human,NS1,H3N2,USA,N,2005,01,24,Influenza A virus (A/New York/395/2005(H3N2))XX,19
ABA42298,716,Human,PA,H3N2,USA,N,2005,01,24,Influenza A virus (A/New York/395/2005(H3N2))XX,19
ABA42298,716,Human,PA,H3N2,USA,N,2005,01,24,Influenza A virus (A/New York/395/2005(H3N2))XX,19
ABA42301,759,Human,PB2,H3N2,USA,N,2005,01,24,Influenza A virus (A/New York/395/2005(H3N2))XX,19
ABA42301,759,Human,PB2,H3N2,USA,N,2005,01,24,Influenza A virus (A/New York/395/2005(H3N2))XX,19
AAZ38639,252,Human,M1,H3N2,USA,N,2005,03,04,Influenza A virus (A/New York/396/2005(H3N2))XX,4
AAZ38639,252,Human,M1,H3N2,USA,N,2005,03,04,Influenza A virus (A/New York/396/2005(H3N2))XX,4
AAZ38645,716,Human,PA,H3N2,USA,N,2005,03,04,Influenza A virus (A/New York/396/2005(H3N2))XX,4
AAZ38645,716,Human,PA,H3N2,USA,N,2005,03,04,Influenza A virus (A/New York/396/2005(H3N2))XX,4
AAZ38647,90,Human,PB1-F2,H3N2,USA,N,2005,03,04,Influenza A virus (A/New York/396/2005(H3N2))XX,4
AAZ38647,90,Human,PB1-F2,H3N2,USA,N,2005,03,04,Influenza A virus (A/New York/396/2005(H3N2))XX,4
ABG80436,566,Human,HA,H3N2,USA,N,2006,03,22,Influenza A virus (A/New York/4/2006(H3N2))XX,52
ABG80436,566,Human,HA,H3N2,USA,N,2006,03,22,Influenza A virus (A/New York/4/2006(H3N2))XX,52
ABG80439,469,Human,NA,H3N2,USA,N,2006,03,22,Influenza A virus (A/New York/4/2006(H3N2))XX,52
ABG80439,469,Human,NA,H3N2,USA,N,2006,03,22,Influenza A virus (A/New York/4/2006(H3N2))XX,52
ABB46437,252,Human,M1,H3N2,USA,N,2005,02,02,Influenza A virus (A/New York/461/2005(H3N2))XX,84
ABB46437,252,Human,M1,H3N2,USA,N,2005,02,02,Influenza A virus (A/New York/461/2005(H3N2))XX,84
ABB46438,97,Human,M2,H3N2,USA,N,2005,02,02,Influenza A virus (A/New York/461/2005(H3N2))XX,84
ABB46438,97,Human,M2,H3N2,USA,N,2005,02,02,Influenza A virus (A/New York/461/2005(H3N2))XX,84
ABB46439,469,Human,NA,H3N2,USA,N,2005,02,02,Influenza A virus (A/New York/461/2005(H3N2))XX,84
ABB46439,469,Human,NA,H3N2,USA,N,2005,02,02,Influenza A virus (A/New York/461/2005(H3N2))XX,84
ABB79731,566,Human,HA,H3N2,USA,N,2005,02,08,Influenza A virus (A/New York/462/2005(H3N2))XX,0
ABB79731,566,Human,HA,H3N2,USA,N,2005,02,08,Influenza A virus (A/New York/462/2005(H3N2))XX,0
ABB79732,252,Human,M1,H3N2,USA,N,2005,02,08,Influenza A virus (A/New York/462/2005(H3N2))XX,0
ABB79732,252,Human,M1,H3N2,USA,N,2005,02,08,Influenza A virus (A/New York/462/2005(H3N2))XX,0
ABB79734,469,Human,NA,H3N2,USA,N,2005,02,08,Influenza A virus (A/New York/462/2005(H3N2))XX,0
ABB79734,469,Human,NA,H3N2,USA,N,2005,02,08,Influenza A virus (A/New York/462/2005(H3N2))XX,0
ABB79736,230,Human,NS1,H3N2,USA,N,2005,02,08,Influenza A virus (A/New York/462/2005(H3N2))XX,0
ABB79736,230,Human,NS1,H3N2,USA,N,2005,02,08,Influenza A virus (A/New York/462/2005(H3N2))XX,0
ABB79738,716,Human,PA,H3N2,USA,N,2005,02,08,Influenza A virus (A/New York/462/2005(H3N2))XX,0
ABB79738,716,Human,PA,H3N2,USA,N,2005,02,08,Influenza A virus (A/New York/462/2005(H3N2))XX,0
ABB79739,757,Human,PB1,H3N2,USA,N,2005,02,08,Influenza A virus (A/New York/462/2005(H3N2))XX,0
ABB79739,757,Human,PB1,H3N2,USA,N,2005,02,08,Influenza A virus (A/New York/462/2005(H3N2))XX,0
ABB79741,759,Human,PB2,H3N2,USA,N,2005,02,08,Influenza A virus (A/New York/462/2005(H3N2))XX,0
ABB79741,759,Human,PB2,H3N2,USA,N,2005,02,08,Influenza A virus (A/New York/462/2005(H3N2))XX,0
ABB03057,566,Human,HA,H3N2,USA,N,2005,02,09,Influenza A virus (A/New York/463/2005(H3N2))XX,64
ABB03057,566,Human,HA,H3N2,USA,N,2005,02,09,Influenza A virus (A/New York/463/2005(H3N2))XX,64
ABB03060,469,Human,NA,H3N2,USA,N,2005,02,09,Influenza A virus (A/New York/463/2005(H3N2))XX,64
ABB03060,469,Human,NA,H3N2,USA,N,2005,02,09,Influenza A virus (A/New York/463/2005(H3N2))XX,64
ABB03062,230,Human,NS1,H3N2,USA,N,2005,02,09,Influenza A virus (A/New York/463/2005(H3N2))XX,64
ABB03062,230,Human,NS1,H3N2,USA,N,2005,02,09,Influenza A virus (A/New York/463/2005(H3N2))XX,64
ABB03065,757,Human,PB1,H3N2,USA,N,2005,02,09,Influenza A virus (A/New York/463/2005(H3N2))XX,64
ABB03065,757,Human,PB1,H3N2,USA,N,2005,02,09,Influenza A virus (A/New York/463/2005(H3N2))XX,64
ABB03067,759,Human,PB2,H3N2,USA,N,2005,02,09,Influenza A virus (A/New York/463/2005(H3N2))XX,64
ABB03067,759,Human,PB2,H3N2,USA,N,2005,02,09,Influenza A virus (A/New York/463/2005(H3N2))XX,64
ABB03068,566,Human,HA,H3N2,USA,N,2005,03,07,Influenza A virus (A/New York/464/2005(H3N2))XX,86
ABB03068,566,Human,HA,H3N2,USA,N,2005,03,07,Influenza A virus (A/New York/464/2005(H3N2))XX,86
ABB03071,469,Human,NA,H3N2,USA,N,2005,03,07,Influenza A virus (A/New York/464/2005(H3N2))XX,86
ABB03071,469,Human,NA,H3N2,USA,N,2005,03,07,Influenza A virus (A/New York/464/2005(H3N2))XX,86
ABB03075,716,Human,PA,H3N2,USA,N,2005,03,07,Influenza A virus (A/New York/464/2005(H3N2))XX,86
ABB03075,716,Human,PA,H3N2,USA,N,2005,03,07,Influenza A virus (A/New York/464/2005(H3N2))XX,86
ABB46447,566,Human,HA,H3N2,USA,N,2005,03,08,Influenza A virus (A/New York/465/2005(H3N2))XX,70
ABB46447,566,Human,HA,H3N2,USA,N,2005,03,08,Influenza A virus (A/New York/465/2005(H3N2))XX,70
ABB46457,759,Human,PB2,H3N2,USA,N,2005,03,08,Influenza A virus (A/New York/465/2005(H3N2))XX,70
ABB46457,759,Human,PB2,H3N2,USA,N,2005,03,08,Influenza A virus (A/New York/465/2005(H3N2))XX,70
ABG88820,469,Human,NA,H3N2,USA,N,2006,04,05,Influenza A virus (A/New York/5/2006(H3N2))XX,33
ABG88820,469,Human,NA,H3N2,USA,N,2006,04,05,Influenza A virus (A/New York/5/2006(H3N2))XX,33
ABG88821,498,Human,NP,H3N2,USA,N,2006,04,05,Influenza A virus (A/New York/5/2006(H3N2))XX,33
ABG88821,498,Human,NP,H3N2,USA,N,2006,04,05,Influenza A virus (A/New York/5/2006(H3N2))XX,33
ABG88824,716,Human,PA,H3N2,USA,N,2006,04,05,Influenza A virus (A/New York/5/2006(H3N2))XX,33
ABG88824,716,Human,PA,H3N2,USA,N,2006,04,05,Influenza A virus (A/New York/5/2006(H3N2))XX,33
ABG88825,757,Human,PB1,H3N2,USA,N,2006,04,05,Influenza A virus (A/New York/5/2006(H3N2))XX,33
ABG88825,757,Human,PB1,H3N2,USA,N,2006,04,05,Influenza A virus (A/New York/5/2006(H3N2))XX,33
ABG88826,90,Human,PB1-F2,H3N2,USA,N,2006,04,05,Influenza A virus (A/New York/5/2006(H3N2))XX,33
ABG88826,90,Human,PB1-F2,H3N2,USA,N,2006,04,05,Influenza A virus (A/New York/5/2006(H3N2))XX,33
ABI30879,469,Human,NA,H3N2,USA,N,2006,04,05,Influenza A virus (A/New York/7/2006(H3N2))XX,9
ABI30879,469,Human,NA,H3N2,USA,N,2006,04,05,Influenza A virus (A/New York/7/2006(H3N2))XX,9
ABI30884,757,Human,PB1,H3N2,USA,N,2006,04,05,Influenza A virus (A/New York/7/2006(H3N2))XX,9
ABI30884,757,Human,PB1,H3N2,USA,N,2006,04,05,Influenza A virus (A/New York/7/2006(H3N2))XX,9
ABI30886,759,Human,PB2,H3N2,USA,N,2006,04,05,Influenza A virus (A/New York/7/2006(H3N2))XX,9
ABI30886,759,Human,PB2,H3N2,USA,N,2006,04,05,Influenza A virus (A/New York/7/2006(H3N2))XX,9
ABM66959,716,Human,PA,H3N2,USA,N,2005,01,10,Influenza A virus (A/New York/913/2005(H3N2))XX,26
ABM66959,716,Human,PA,H3N2,USA,N,2005,01,10,Influenza A virus (A/New York/913/2005(H3N2))XX,26
ABM66965,95,Human,M2,H3N2,USA,N,2005,01,10,Influenza A virus (A/New York/913/2005(H3N2))XX,26
ABM66965,95,Human,M2,H3N2,USA,N,2005,01,10,Influenza A virus (A/New York/913/2005(H3N2))XX,26
ABM22370,469,Human,NA,H3N2,USA,N,2005,01,10,Influenza A virus (A/New York/918/2005(H3N2))XX,22
ABM22370,469,Human,NA,H3N2,USA,N,2005,01,10,Influenza A virus (A/New York/918/2005(H3N2))XX,22
ABN51010,566,Human,HA,H3N2,USA,N,2006,02,23,Influenza A virus (A/New York/923/2006(H3N2))XX,13
ABN51010,566,Human,HA,H3N2,USA,N,2006,02,23,Influenza A virus (A/New York/923/2006(H3N2))XX,13
ABN51015,230,Human,NS1,H3N2,USA,N,2006,02,23,Influenza A virus (A/New York/923/2006(H3N2))XX,13
ABN51015,230,Human,NS1,H3N2,USA,N,2006,02,23,Influenza A virus (A/New York/923/2006(H3N2))XX,13
ABN51017,716,Human,PA,H3N2,USA,N,2006,02,23,Influenza A virus (A/New York/923/2006(H3N2))XX,13
ABN51017,716,Human,PA,H3N2,USA,N,2006,02,23,Influenza A virus (A/New York/923/2006(H3N2))XX,13
ABN51019,90,Human,PB1-F2,H3N2,USA,N,2006,02,23,Influenza A virus (A/New York/923/2006(H3N2))XX,13
ABN51019,90,Human,PB1-F2,H3N2,USA,N,2006,02,23,Influenza A virus (A/New York/923/2006(H3N2))XX,13
ABN51013,469,Human,NA,H3N2,USA,N,2006,02,23,Influenza A virus (A/New York/923/2006(H3N2))XX,13
ABN51013,469,Human,NA,H3N2,USA,N,2006,02,23,Influenza A virus (A/New York/923/2006(H3N2))XX,13
ABO32860,566,Human,HA,H3N2,USA,N,2006,02,23,Influenza A virus (A/New York/923/2006(H3N2))XX,13
ABO32860,566,Human,HA,H3N2,USA,N,2006,02,23,Influenza A virus (A/New York/923/2006(H3N2))XX,13
ABO32862,97,Human,M2,H3N2,USA,N,2006,02,23,Influenza A virus (A/New York/923/2006(H3N2))XX,13
ABO32862,97,Human,M2,H3N2,USA,N,2006,02,23,Influenza A virus (A/New York/923/2006(H3N2))XX,13
ABO38274,566,Human,HA,H3N2,USA,N,2006,02,23,Influenza A virus (A/New York/923/2006(H3N2))XX,13
